Name,ShapeQuery,TanimotoCombo,ShapeTanimoto,ColorTanimoto
BBB_10_8,mini_1u1g_model0_chainB_BBB_resi4300__chainB_1,0.808,0.56,0.248
P2C_32_0,mini_1u21_model0_chainB_P2C_resi221__chainB_1,1.368,0.743,0.625
P2C_31_1,mini_1u21_model0_chainB_P2C_resi221__chainB_1,1.201,0.672,0.529
P2C_18_2,mini_1u21_model0_chainB_P2C_resi221__chainB_1,1.096,0.607,0.489
IHE_29_172,mini_1u9v_model0_chainA_IHE_resi300__chainA_1,1.402,0.821,0.581
IHE_12_10,mini_1u9v_model0_chainA_IHE_resi300__chainA_1,1.067,0.813,0.254
IHE_2_256,mini_1u9v_model0_chainA_IHE_resi300__chainA_1,0.965,0.7,0.265
SH4_11_267,mini_1um4_model0_chainH_SH4_resi1001__chainL_chainH_1,1.048,0.771,0.277
SH4_23_68,mini_1um4_model0_chainH_SH4_resi1001__chainL_chainH_1,0.954,0.753,0.201
SH4_30_29,mini_1um4_model0_chainH_SH4_resi1001__chainL_chainH_1,0.896,0.63,0.266
RRC_9_16,mini_1unl_model0_chainA_RRC_resi1293__chainA_1,1.03,0.735,0.295
RRC_13_36,mini_1unl_model0_chainA_RRC_resi1293__chainA_1,1.007,0.648,0.359
RRC_28_72,mini_1unl_model0_chainA_RRC_resi1293__chainA_1,0.99,0.692,0.298
I48_18_23,mini_1uvt_model0_chainH_I48_resi1__chainH_1,0.8,0.583,0.217
I48_32_70,mini_1uvt_model0_chainH_I48_resi1__chainH_1,0.771,0.536,0.236
I48_24_38,mini_1uvt_model0_chainH_I48_resi1__chainH_1,0.752,0.601,0.151
PU3_26_135,mini_1uy6_model0_chainA_PU3_resi1224__chainA_altA_1,1.046,0.76,0.286
PU3_32_198,mini_1uy6_model0_chainA_PU3_resi1224__chainA_altA_1,0.985,0.758,0.227
PU3_18_0,mini_1uy6_model0_chainA_PU3_resi1224__chainA_altA_1,0.941,0.686,0.255
PU4_10_5,mini_1uy7_model0_chainA_PU4_resi1224__chainA_altB_1,0.975,0.753,0.222
PU4_26_6,mini_1uy7_model0_chainA_PU4_resi1224__chainA_altB_1,0.946,0.714,0.232
PU4_2_120,mini_1uy7_model0_chainA_PU4_resi1224__chainA_altB_1,0.927,0.653,0.274
PU5_32_62,mini_1uy8_model0_chainA_PU5_resi1224__chainA_1,1.086,0.767,0.319
PU5_31_14,mini_1uy8_model0_chainA_PU5_resi1224__chainA_1,0.993,0.708,0.285
PU5_6_2,mini_1uy8_model0_chainA_PU5_resi1224__chainA_1,0.976,0.627,0.349
PU7_10_43,mini_1uyc_model0_chainA_PU7_resi1224__chainA_altB_1,0.969,0.675,0.295
PU7_13_131,mini_1uyc_model0_chainA_PU7_resi1224__chainA_altB_1,0.963,0.736,0.228
PU7_23_29,mini_1uyc_model0_chainA_PU7_resi1224__chainA_altB_1,0.943,0.732,0.211
PU2_20_131,mini_1uyg_model0_chainA_PU2_resi1224__chainA_altB_1,1.028,0.68,0.348
PU2_16_95,mini_1uyg_model0_chainA_PU2_resi1224__chainA_altB_1,1.007,0.753,0.254
PU2_15_1,mini_1uyg_model0_chainA_PU2_resi1224__chainA_altB_1,0.981,0.756,0.224
PU0_18_7,mini_1uyh_model0_chainA_PU0_resi1224__chainA_altA_1,1.033,0.712,0.321
PU0_28_153,mini_1uyh_model0_chainA_PU0_resi1224__chainA_altA_1,0.963,0.727,0.236
PU0_7_5,mini_1uyh_model0_chainA_PU0_resi1224__chainA_altA_1,0.939,0.624,0.315
PUZ_20_197,mini_1uyi_model0_chainA_PUZ_resi1224__chainA_altB_1,1.022,0.684,0.338
PUZ_16_167,mini_1uyi_model0_chainA_PUZ_resi1224__chainA_altB_1,0.879,0.627,0.252
PUZ_10_26,mini_1uyi_model0_chainA_PUZ_resi1224__chainA_altB_1,0.875,0.623,0.252
PUX_15_5,mini_1uyk_model0_chainA_PUX_resi1224__chainA_altB_1,1.015,0.701,0.314
PUX_29_3,mini_1uyk_model0_chainA_PUX_resi1224__chainA_altB_1,0.994,0.749,0.245
PUX_27_121,mini_1uyk_model0_chainA_PUX_resi1224__chainA_altB_1,0.982,0.718,0.264
MRK_14_60,mini_1v4s_model0_chainA_MRK_resi501__chainA_1,0.958,0.684,0.274
MRK_22_50,mini_1v4s_model0_chainA_MRK_resi501__chainA_1,0.944,0.744,0.199
MRK_17_52,mini_1v4s_model0_chainA_MRK_resi501__chainA_1,0.907,0.667,0.24
IBA_32_2,mini_1vcj_model0_chainA_IBA_resi1__chainA_1,0.89,0.727,0.162
IBA_8_22,mini_1vcj_model0_chainA_IBA_resi1__chainA_1,0.872,0.65,0.222
IBA_18_277,mini_1vcj_model0_chainA_IBA_resi1__chainA_1,0.831,0.634,0.197
AAP_17_2,mini_1vru_model0_chainA_AAP_resi999__chainA_1,1.059,0.637,0.422
AAP_1_3,mini_1vru_model0_chainA_AAP_resi999__chainA_1,0.984,0.707,0.277
AAP_6_15,mini_1vru_model0_chainA_AAP_resi999__chainA_1,0.944,0.632,0.312
NST_5_10,mini_1xgi_model0_chainB_NST_resi416__chainB_1,1.083,0.7,0.383
NST_18_146,mini_1xgi_model0_chainB_NST_resi416__chainB_1,0.978,0.699,0.279
NST_6_0,mini_1xgi_model0_chainB_NST_resi416__chainB_1,0.958,0.714,0.244
4PP_32_167,mini_1xka_model0_chainC_4PP_resi500__chainC_1,0.802,0.639,0.162
4PP_31_292,mini_1xka_model0_chainC_4PP_resi500__chainC_1,0.775,0.619,0.156
4PP_9_54,mini_1xka_model0_chainC_4PP_resi500__chainC_1,0.745,0.566,0.18
HYQ_15_30,mini_1xnn_model0_chainA_HYQ_resi101__chainA_1,1.094,0.733,0.361
HYQ_29_26,mini_1xnn_model0_chainA_HYQ_resi101__chainA_1,1.032,0.699,0.333
HYQ_28_3,mini_1xnn_model0_chainA_HYQ_resi101__chainA_1,1.021,0.761,0.26
PB3_14_37,mini_1xuc_model0_chainA_PB3_resi2001__chainA_1,0.972,0.658,0.315
PB3_10_254,mini_1xuc_model0_chainA_PB3_resi2001__chainA_1,0.944,0.647,0.297
PB3_21_215,mini_1xuc_model0_chainA_PB3_resi2001__chainA_1,0.89,0.474,0.416
NEZ_11_45,mini_1y5w_model0_chainA_NEZ_resi500__chainA_altB_1,1.018,0.797,0.221
NEZ_7_3,mini_1y5w_model0_chainA_NEZ_resi500__chainA_altB_1,1.006,0.834,0.172
NEZ_9_55,mini_1y5w_model0_chainA_NEZ_resi500__chainA_altB_1,0.973,0.753,0.22
E89_20_222,mini_1y5x_model0_chainA_E89_resi500__chainA_1,1.029,0.775,0.254
E89_14_61,mini_1y5x_model0_chainA_E89_resi500__chainA_1,0.91,0.618,0.292
E89_16_7,mini_1y5x_model0_chainA_E89_resi500__chainA_1,0.896,0.541,0.355
CT7_11_15,mini_1y8y_model0_chainA_CT7_resi401__chainA_1,1.093,0.714,0.379
CT7_18_28,mini_1y8y_model0_chainA_CT7_resi401__chainA_1,1.041,0.856,0.185
CT7_9_28,mini_1y8y_model0_chainA_CT7_resi401__chainA_1,1.04,0.71,0.33
1CA_15_220,mini_1y9r_model0_chainA_1CA_resi2001__chainA_1,1.012,0.688,0.324
1CA_25_19,mini_1y9r_model0_chainA_1CA_resi2001__chainA_1,1.008,0.759,0.248
1CA_12_39,mini_1y9r_model0_chainA_1CA_resi2001__chainA_1,0.984,0.669,0.315
NBL_18_130,mini_1yk7_model0_chainA_NBL_resi216__chainA_1,0.825,0.655,0.17
NBL_1_94,mini_1yk7_model0_chainA_NBL_resi216__chainA_1,0.824,0.569,0.255
NBL_21_44,mini_1yk7_model0_chainA_NBL_resi216__chainA_1,0.792,0.576,0.216
L47_24_278,mini_1yrs_model0_chainA_L47_resi604__chainA_1,1.032,0.762,0.269
L47_32_4,mini_1yrs_model0_chainA_L47_resi604__chainA_1,1.004,0.743,0.261
L47_22_183,mini_1yrs_model0_chainA_L47_resi604__chainA_1,0.992,0.796,0.196
789_2_3,mini_1zaf_model0_chainB_789_resi202__chainB_1,1.12,0.816,0.304
789_17_1,mini_1zaf_model0_chainB_789_resi202__chainB_1,1.03,0.774,0.255
789_22_1,mini_1zaf_model0_chainB_789_resi202__chainB_1,1.009,0.811,0.198
P1S_14_120,mini_1zgj_model0_chainA_P1S_resi0__chainA_1,1.007,0.788,0.219
P1S_24_138,mini_1zgj_model0_chainA_P1S_resi0__chainA_1,0.979,0.753,0.227
P1S_9_16,mini_1zgj_model0_chainA_P1S_resi0__chainA_1,0.951,0.584,0.367
DQB_14_4,mini_1zly_model0_chainA_DQB_resi1301__chainA_1,0.819,0.589,0.23
DQB_11_44,mini_1zly_model0_chainA_DQB_resi1301__chainA_1,0.814,0.628,0.185
DQB_26_129,mini_1zly_model0_chainA_DQB_resi1301__chainA_1,0.81,0.567,0.243
NIM_30_7,mini_1zwp_model0_chainA_NIM_resi401__chainA_altA_1,1.038,0.754,0.284
NIM_4_2,mini_1zwp_model0_chainA_NIM_resi401__chainA_altA_1,0.953,0.646,0.307
NIM_10_11,mini_1zwp_model0_chainA_NIM_resi401__chainA_altA_1,0.949,0.678,0.271
BI5_10_65,mini_1zyj_model0_chainA_BI5_resi362__chainA_1,0.951,0.724,0.226
BI5_29_123,mini_1zyj_model0_chainA_BI5_resi362__chainA_1,0.936,0.571,0.365
BI5_14_123,mini_1zyj_model0_chainA_BI5_resi362__chainA_1,0.935,0.677,0.258
GEP_31_53,mini_25c8_model0_chainL_GEP_resi212__chainH_chainL_1,1.009,0.713,0.296
GEP_21_84,mini_25c8_model0_chainL_GEP_resi212__chainH_chainL_1,0.952,0.649,0.302
GEP_1_199,mini_25c8_model0_chainL_GEP_resi212__chainH_chainL_1,0.932,0.695,0.237
CK9_7_92,mini_2a0c_model0_chainX_CK9_resi500__chainX_altA_1,0.89,0.642,0.248
CK9_29_34,mini_2a0c_model0_chainX_CK9_resi500__chainX_altA_1,0.863,0.687,0.176
CK9_20_162,mini_2a0c_model0_chainX_CK9_resi500__chainX_altA_1,0.854,0.667,0.187
C0R_28_23,mini_2a3i_model0_chainA_C0R_resi301__chainA_1,0.969,0.712,0.258
C0R_11_19,mini_2a3i_model0_chainA_C0R_resi301__chainA_1,0.955,0.709,0.247
C0R_31_34,mini_2a3i_model0_chainA_C0R_resi301__chainA_1,0.941,0.693,0.248
TGN_28_14,mini_2ajx_model0_chainL_TGN_resi501__chainL_chainH_1,0.981,0.665,0.315
TGN_24_146,mini_2ajx_model0_chainL_TGN_resi501__chainL_chainH_1,0.969,0.7,0.269
TGN_32_1,mini_2ajx_model0_chainL_TGN_resi501__chainL_chainH_1,0.961,0.686,0.276
17H_20_3,mini_2amb_model0_chainA_17H_resi1001__chainA_altB_1,0.964,0.717,0.247
17H_4_5,mini_2amb_model0_chainA_17H_resi1001__chainA_altB_1,0.949,0.697,0.252
17H_21_92,mini_2amb_model0_chainA_17H_resi1001__chainA_altB_1,0.934,0.747,0.187
IHU_26_1,mini_2ati_model0_chainA_IHU_resi848__chainB_chainA_1,1.023,0.765,0.259
IHU_20_50,mini_2ati_model0_chainA_IHU_resi848__chainB_chainA_1,1.016,0.809,0.208
IHU_29_11,mini_2ati_model0_chainA_IHU_resi848__chainB_chainA_1,1.002,0.788,0.214
CT1_28_215,mini_2aux_model0_chainA_CT1_resi216__chainA_1,0.969,0.645,0.323
CT1_17_96,mini_2aux_model0_chainA_CT1_resi216__chainA_1,0.906,0.668,0.238
CT1_19_9,mini_2aux_model0_chainA_CT1_resi216__chainA_1,0.884,0.558,0.326
BHM_7_33,mini_2ax9_model0_chainA_BHM_resi1__chainA_1,1.158,0.721,0.437
BHM_5_31,mini_2ax9_model0_chainA_BHM_resi1__chainA_1,1.058,0.667,0.391
BHM_26_84,mini_2ax9_model0_chainA_BHM_resi1__chainA_1,1.017,0.59,0.427
IZA_7_0,mini_2b7a_model0_chainA_IZA_resi2001__chainA_1,0.946,0.674,0.272
IZA_24_0,mini_2b7a_model0_chainA_IZA_resi2001__chainA_1,0.91,0.711,0.2
IZA_26_230,mini_2b7a_model0_chainA_IZA_resi2001__chainA_1,0.91,0.736,0.174
PQA_17_102,mini_2bal_model0_chainA_PQA_resi401__chainA_1,0.985,0.704,0.281
PQA_14_151,mini_2bal_model0_chainA_PQA_resi401__chainA_1,0.974,0.694,0.28
PQA_23_55,mini_2bal_model0_chainA_PQA_resi401__chainA_1,0.951,0.629,0.323
T1D_10_29,mini_2bgd_model0_chainA_T1D_resi1298__chainA_1,1.022,0.74,0.282
T1D_22_16,mini_2bgd_model0_chainA_T1D_resi1298__chainA_1,1.01,0.745,0.265
T1D_21_124,mini_2bgd_model0_chainA_T1D_resi1298__chainA_1,0.951,0.728,0.223
BRY_12_0,mini_2bhe_model0_chainA_BRY_resi1299__chainA_1,1.154,0.828,0.326
BRY_20_39,mini_2bhe_model0_chainA_BRY_resi1299__chainA_1,1.094,0.738,0.356
BRY_5_0,mini_2bhe_model0_chainA_BRY_resi1299__chainA_1,1.063,0.843,0.221
529_32_2,mini_2bpm_model0_chainC_529_resi1299__chainC_1,0.994,0.751,0.243
529_21_2,mini_2bpm_model0_chainC_529_resi1299__chainC_1,0.912,0.651,0.261
529_15_23,mini_2bpm_model0_chainC_529_resi1299__chainC_1,0.887,0.673,0.214
PFP_13_5,mini_2br1_model0_chainA_PFP_resi1277__chainA_altB_1,1.175,0.79,0.385
PFP_1_199,mini_2br1_model0_chainA_PFP_resi1277__chainA_altB_1,0.998,0.712,0.286
PFP_8_18,mini_2br1_model0_chainA_PFP_resi1277__chainA_altB_1,0.964,0.663,0.3
PFQ_4_100,mini_2brb_model0_chainA_PFQ_resi1277__chainA_1,1.025,0.801,0.224
PFQ_29_102,mini_2brb_model0_chainA_PFQ_resi1277__chainA_1,0.968,0.724,0.244
PFQ_22_1,mini_2brb_model0_chainA_PFQ_resi1277__chainA_1,0.962,0.622,0.34
CT5_32_69,mini_2brc_model0_chainA_CT5_resi1215__chainA_1,0.994,0.766,0.229
CT5_14_25,mini_2brc_model0_chainA_CT5_resi1215__chainA_1,0.932,0.748,0.184
CT5_18_6,mini_2brc_model0_chainA_CT5_resi1215__chainA_1,0.927,0.677,0.249
KJ2_16_13,mini_2bre_model0_chainB_KJ2_resi1220__chainB_1,0.912,0.69,0.222
KJ2_19_2,mini_2bre_model0_chainB_KJ2_resi1220__chainB_1,0.906,0.694,0.212
KJ2_24_52,mini_2bre_model0_chainB_KJ2_resi1220__chainB_1,0.9,0.771,0.13
DFY_6_10,mini_2brg_model0_chainA_DFY_resi1270__chainA_1,0.975,0.629,0.345
DFY_13_3,mini_2brg_model0_chainA_DFY_resi1270__chainA_1,0.951,0.612,0.339
DFY_2_0,mini_2brg_model0_chainA_DFY_resi1270__chainA_1,0.936,0.636,0.3
DFW_32_16,mini_2brh_model0_chainA_DFW_resi1272__chainA_altA_1,1.018,0.518,0.5
DFW_25_40,mini_2brh_model0_chainA_DFW_resi1272__chainA_altA_1,0.94,0.538,0.401
DFW_29_4,mini_2brh_model0_chainA_DFW_resi1272__chainA_altA_1,0.899,0.635,0.265
DFZ_17_14,mini_2brm_model0_chainA_DFZ_resi1275__chainA_altB_1,1.125,0.705,0.42
DFZ_1_2,mini_2brm_model0_chainA_DFZ_resi1275__chainA_altB_1,0.977,0.657,0.32
DFZ_6_27,mini_2brm_model0_chainA_DFZ_resi1275__chainA_altB_1,0.976,0.72,0.256
DF2_19_3,mini_2bro_model0_chainA_DF2_resi1277__chainA_1,0.959,0.748,0.212
DF2_14_43,mini_2bro_model0_chainA_DF2_resi1277__chainA_1,0.878,0.607,0.271
DF2_11_0,mini_2bro_model0_chainA_DF2_resi1277__chainA_1,0.859,0.606,0.253
BSM_2_0,mini_2bsm_model0_chainA_BSM_resi1224__chainA_1,0.947,0.744,0.203
BSM_22_6,mini_2bsm_model0_chainA_BSM_resi1224__chainA_1,0.915,0.694,0.221
BSM_8_10,mini_2bsm_model0_chainA_BSM_resi1224__chainA_1,0.9,0.618,0.282
TF1_11_269,mini_2bu2_model0_chainA_TF1_resi1387__chainA_1,1.208,0.694,0.514
TF1_19_14,mini_2bu2_model0_chainA_TF1_resi1387__chainA_1,1.113,0.66,0.453
TF1_29_156,mini_2bu2_model0_chainA_TF1_resi1387__chainA_1,1.013,0.71,0.303
TF3_16_15,mini_2bu7_model0_chainA_TF3_resi1386__chainA_1,0.924,0.581,0.344
TF3_20_4,mini_2bu7_model0_chainA_TF3_resi1386__chainA_1,0.903,0.658,0.245
TF3_13_48,mini_2bu7_model0_chainA_TF3_resi1386__chainA_1,0.891,0.726,0.165
2D7_18_12,mini_2byh_model0_chainA_2D7_resi1226__chainA_altA_1,0.944,0.787,0.157
2D7_19_17,mini_2byh_model0_chainA_2D7_resi1226__chainA_altA_1,0.944,0.682,0.261
2D7_10_3,mini_2byh_model0_chainA_2D7_resi1226__chainA_altA_1,0.943,0.75,0.193
FNZ_3_6,mini_2c1p_model0_chainH_FNZ_resi1214__chainH_chainL_1,1.015,0.638,0.377
FNZ_26_126,mini_2c1p_model0_chainH_FNZ_resi1214__chainH_chainL_1,0.932,0.594,0.338
FNZ_13_142,mini_2c1p_model0_chainH_FNZ_resi1214__chainH_chainL_1,0.931,0.682,0.249
IYZ_32_35,mini_2c3i_model0_chainB_IYZ_resi1306__chainB_altA_1,0.976,0.705,0.271
IYZ_20_0,mini_2c3i_model0_chainB_IYZ_resi1306__chainB_altA_1,0.942,0.457,0.485
IYZ_23_122,mini_2c3i_model0_chainB_IYZ_resi1306__chainB_altA_1,0.899,0.608,0.291
MTW_30_187,mini_2c5y_model0_chainA_MTW_resi1298__chainA_altA_1,0.896,0.652,0.244
MTW_27_94,mini_2c5y_model0_chainA_MTW_resi1298__chainA_altA_1,0.872,0.664,0.208
MTW_18_100,mini_2c5y_model0_chainA_MTW_resi1298__chainA_altA_1,0.856,0.582,0.274
CT6_27_69,mini_2c68_model0_chainA_CT6_resi1297__chainA_1,1.01,0.746,0.265
CT6_17_242,mini_2c68_model0_chainA_CT6_resi1297__chainA_1,0.962,0.729,0.233
CT6_8_5,mini_2c68_model0_chainA_CT6_resi1297__chainA_1,0.912,0.68,0.232
CT8_17_6,mini_2c69_model0_chainA_CT8_resi1299__chainA_1,1.052,0.784,0.267
CT8_28_4,mini_2c69_model0_chainA_CT8_resi1299__chainA_1,0.975,0.692,0.284
CT8_7_6,mini_2c69_model0_chainA_CT8_resi1299__chainA_1,0.974,0.764,0.21
DT2_12_8,mini_2c6k_model0_chainA_DT2_resi1299__chainA_1,0.858,0.547,0.31
DT2_17_130,mini_2c6k_model0_chainA_DT2_resi1299__chainA_1,0.839,0.592,0.247
DT2_31_11,mini_2c6k_model0_chainA_DT2_resi1299__chainA_1,0.836,0.597,0.239
DT5_20_7,mini_2c6m_model0_chainA_DT5_resi1297__chainA_1,1.025,0.789,0.236
DT5_26_69,mini_2c6m_model0_chainA_DT5_resi1297__chainA_1,0.999,0.593,0.406
DT5_2_43,mini_2c6m_model0_chainA_DT5_resi1297__chainA_1,0.989,0.782,0.207
C3M_27_0,mini_2c8y_model0_chainB_C3M_resi1252__chainB_1,0.924,0.74,0.184
C3M_29_128,mini_2c8y_model0_chainB_C3M_resi1252__chainB_1,0.864,0.651,0.213
C3M_19_93,mini_2c8y_model0_chainB_C3M_resi1252__chainB_1,0.826,0.616,0.21
C4M_14_49,mini_2c93_model0_chainB_C4M_resi1251__chainB_1,0.844,0.63,0.213
C4M_28_231,mini_2c93_model0_chainB_C4M_resi1251__chainB_1,0.841,0.634,0.207
C4M_32_133,mini_2c93_model0_chainB_C4M_resi1251__chainB_1,0.837,0.517,0.32
23D_17_35,mini_2cdz_model0_chainA_23D_resi1591__chainA_altB_1,1.032,0.797,0.235
23D_15_15,mini_2cdz_model0_chainA_23D_resi1591__chainA_altB_1,0.95,0.747,0.203
23D_16_42,mini_2cdz_model0_chainA_23D_resi1591__chainA_altB_1,0.901,0.635,0.266
P2N_32_7,mini_2cgf_model0_chainA_P2N_resi1214__chainA_altB_1,0.964,0.521,0.443
P2N_7_21,mini_2cgf_model0_chainA_P2N_resi1214__chainA_altB_1,0.947,0.737,0.21
P2N_16_21,mini_2cgf_model0_chainA_P2N_resi1214__chainA_altB_1,0.93,0.682,0.249
GAS_27_33,mini_2cgr_model0_chainH_GAS_resi215__chainH_1,0.852,0.674,0.178
GAS_11_72,mini_2cgr_model0_chainH_GAS_resi215__chainH_1,0.815,0.606,0.209
GAS_8_78,mini_2cgr_model0_chainH_GAS_resi215__chainH_1,0.806,0.64,0.166
090_23_2,mini_2chx_model0_chainA_090_resi2093__chainA_1,1.088,0.775,0.313
090_32_55,mini_2chx_model0_chainA_090_resi2093__chainA_1,1.058,0.789,0.268
090_25_3,mini_2chx_model0_chainA_090_resi2093__chainA_1,1.04,0.72,0.32
RP4_18_2,mini_2cjf_model0_chainG_RP4_resi2351__chainG_altB_1,0.912,0.567,0.345
RP4_15_123,mini_2cjf_model0_chainG_RP4_resi2351__chainG_altB_1,0.895,0.704,0.191
RP4_21_27,mini_2cjf_model0_chainG_RP4_resi2351__chainG_altB_1,0.887,0.674,0.213
A25_11_6,mini_2e9u_model0_chainA_A25_resi1001__chainA_1,1.0,0.673,0.327
A25_23_163,mini_2e9u_model0_chainA_A25_resi1001__chainA_1,0.997,0.66,0.338
A25_30_29,mini_2e9u_model0_chainA_A25_resi1001__chainA_1,0.977,0.671,0.305
BES_31_11,mini_2ek9_model0_chainA_BES_resi2001__chainA_1,0.988,0.712,0.276
BES_15_39,mini_2ek9_model0_chainA_BES_resi2001__chainA_1,0.935,0.731,0.203
BES_23_233,mini_2ek9_model0_chainA_BES_resi2001__chainA_1,0.884,0.701,0.183
7PY_22_38,mini_2etm_model0_chainB_7PY_resi132__chainB_1,1.026,0.658,0.368
7PY_32_86,mini_2etm_model0_chainB_7PY_resi132__chainB_1,1.02,0.759,0.262
7PY_17_4,mini_2etm_model0_chainB_7PY_resi132__chainB_1,0.956,0.706,0.25
NOQ_24_145,mini_2f7d_model0_chainA_NOQ_resi600__chainA_1,0.95,0.661,0.29
NOQ_16_0,mini_2f7d_model0_chainA_NOQ_resi600__chainA_1,0.94,0.579,0.361
NOQ_10_80,mini_2f7d_model0_chainA_NOQ_resi600__chainA_1,0.89,0.648,0.242
2EA_20_279,mini_2f7e_model0_chainE_2EA_resi351__chainE_1,0.928,0.649,0.279
2EA_13_27,mini_2f7e_model0_chainE_2EA_resi351__chainE_1,0.874,0.672,0.202
2EA_28_157,mini_2f7e_model0_chainE_2EA_resi351__chainE_1,0.866,0.662,0.203
4EA_10_257,mini_2f7x_model0_chainE_4EA_resi351__chainE_1,0.947,0.556,0.391
4EA_18_156,mini_2f7x_model0_chainE_4EA_resi351__chainE_1,0.93,0.468,0.462
4EA_15_119,mini_2f7x_model0_chainE_4EA_resi351__chainE_1,0.865,0.575,0.289
N4T_27_52,mini_2fl2_model0_chainA_N4T_resi604__chainA_1,1.067,0.56,0.507
N4T_9_59,mini_2fl2_model0_chainA_N4T_resi604__chainA_1,0.988,0.806,0.182
N4T_18_170,mini_2fl2_model0_chainA_N4T_resi604__chainA_1,0.987,0.589,0.399
N5T_6_9,mini_2fl6_model0_chainB_N5T_resi605__chainB_1,1.137,0.645,0.493
N5T_13_19,mini_2fl6_model0_chainB_N5T_resi605__chainB_1,1.107,0.524,0.583
N5T_21_26,mini_2fl6_model0_chainB_N5T_resi605__chainB_1,1.098,0.743,0.355
6NH_31_4,mini_2flb_model0_chainH_6NH_resi1246__chainH_altB_1,1.043,0.856,0.187
6NH_14_5,mini_2flb_model0_chainH_6NH_resi1246__chainH_altB_1,1.037,0.815,0.222
6NH_9_15,mini_2flb_model0_chainH_6NH_resi1246__chainH_altB_1,1.012,0.739,0.273
7NH_5_9,mini_2flr_model0_chainH_7NH_resi258__chainH_altA_1,0.972,0.727,0.245
7NH_11_5,mini_2flr_model0_chainH_7NH_resi258__chainH_altA_1,0.968,0.687,0.281
7NH_9_225,mini_2flr_model0_chainH_7NH_resi258__chainH_altA_1,0.917,0.696,0.221
3QC_25_158,mini_2fme_model0_chainA_3QC_resi370__chainA_1,1.139,0.797,0.343
3QC_32_11,mini_2fme_model0_chainA_3QC_resi370__chainA_1,1.031,0.578,0.453
3QC_23_20,mini_2fme_model0_chainA_3QC_resi370__chainA_1,0.975,0.785,0.19
FDN_18_4,mini_2fyu_model0_chainC_FDN_resi400__chainC_1,1.17,0.673,0.497
FDN_6_20,mini_2fyu_model0_chainC_FDN_resi400__chainC_1,1.056,0.655,0.401
FDN_30_132,mini_2fyu_model0_chainC_FDN_resi400__chainC_1,1.033,0.606,0.427
DH1_9_1,mini_2fzh_model0_chainA_DH1_resi208__chainA_1,0.919,0.629,0.29
DH1_26_10,mini_2fzh_model0_chainA_DH1_resi208__chainA_1,0.907,0.664,0.243
DH1_15_18,mini_2fzh_model0_chainA_DH1_resi208__chainA_1,0.861,0.613,0.248
DH3_29_128,mini_2fzi_model0_chainA_DH3_resi208__chainA_1,0.969,0.692,0.277
DH3_2_15,mini_2fzi_model0_chainA_DH3_resi208__chainA_1,0.955,0.69,0.265
DH3_3_35,mini_2fzi_model0_chainA_DH3_resi208__chainA_1,0.84,0.603,0.236
L1B_13_70,mini_2g21_model0_chainB_L1B_resi985__chainB_1,0.954,0.763,0.191
L1B_17_24,mini_2g21_model0_chainB_L1B_resi985__chainB_1,0.95,0.706,0.245
L1B_29_17,mini_2g21_model0_chainB_L1B_resi985__chainB_1,0.925,0.727,0.198
7IG_20_13,mini_2g24_model0_chainA_7IG_resi334__chainA_1,1.052,0.813,0.239
7IG_25_28,mini_2g24_model0_chainA_7IG_resi334__chainA_1,0.99,0.799,0.191
7IG_22_74,mini_2g24_model0_chainA_7IG_resi334__chainA_1,0.989,0.738,0.251
VII_13_269,mini_2gfk_model0_chainB_VII_resi2410__chainB_1,0.967,0.707,0.26
VII_11_1,mini_2gfk_model0_chainB_VII_resi2410__chainB_1,0.961,0.603,0.358
VII_3_8,mini_2gfk_model0_chainB_VII_resi2410__chainB_1,0.896,0.705,0.19
PQB_3_7,mini_2gfs_model0_chainA_PQB_resi361__chainA_altA_1,0.931,0.641,0.29
PQB_16_0,mini_2gfs_model0_chainA_PQB_resi361__chainA_altA_1,0.909,0.586,0.324
PQB_13_3,mini_2gfs_model0_chainA_PQB_resi361__chainA_altA_1,0.901,0.672,0.229
2TH_25_54,mini_2gj4_model0_chainA_2TH_resi949__chainA_altB_1,1.175,0.797,0.377
2TH_12_15,mini_2gj4_model0_chainA_2TH_resi949__chainA_altB_1,1.142,0.737,0.405
2TH_26_109,mini_2gj4_model0_chainA_2TH_resi949__chainA_altB_1,1.093,0.761,0.333
3TH_15_11,mini_2gm9_model0_chainA_3TH_resi1__chainA_altB_1,1.135,0.806,0.328
3TH_13_278,mini_2gm9_model0_chainA_3TH_resi1__chainA_altB_1,1.128,0.818,0.31
3TH_17_3,mini_2gm9_model0_chainA_3TH_resi1__chainA_altB_1,1.124,0.796,0.328
EAA_10_1,mini_2gss_model0_chainB_EAA_resi0__chainB_1,1.022,0.702,0.32
EAA_17_37,mini_2gss_model0_chainB_EAA_resi0__chainB_1,0.978,0.606,0.372
EAA_27_8,mini_2gss_model0_chainB_EAA_resi0__chainB_1,0.963,0.578,0.385
694_15_55,mini_2h4g_model0_chainA_694_resi300__chainA_1,1.121,0.757,0.365
694_32_32,mini_2h4g_model0_chainA_694_resi300__chainA_1,1.047,0.71,0.337
694_22_9,mini_2h4g_model0_chainA_694_resi300__chainA_1,0.983,0.699,0.284
509_25_2,mini_2h4k_model0_chainA_509_resi300__chainA_1,1.184,0.778,0.406
509_27_162,mini_2h4k_model0_chainA_509_resi300__chainA_1,1.111,0.803,0.308
